Time,Theta_1,Theta_2,Alpha,Input
27.264,0,-2.8125,0,-0.130314645573579
27.266,0,-2.8125,0,-0.121960784217198
27.268,0,-2.8125,0,-0.114401897192145
27.27,0,-2.8125,0,-0.107562332753613
27.272,0,-2.8125,0,-0.101373638365962
27.274,0,-2.8125,0,-0.0957738756079766
27.276,0,-2.8125,0,-0.0907070002734473
27.278,0,-2.8125,0,-0.0861223014629405
27.28,0,-2.8125,0,-0.0819738940529887
27.282,0,-2.8125,0,-0.0782202594631864
27.284,0,-2.8125,0,-0.0748238301250361
27.286,0,-2.8125,0,-0.071750613493778
27.288,0,-2.8125,0,-0.0689698518401915
27.29,0,-2.8125,0,-0.0664537144174648
27.292,0,-2.8125,0,-0.0641770189222283
27.294,0,-2.8125,0,-0.062116979462057
27.296,0,-2.8125,0,-0.0602529785070145
27.298,0,-2.8125,0,-0.0585663605428561
27.3,0,-2.8125,0,-0.0570402453607121
27.302,0,-2.8125,0,-0.0556593591145885
27.304,0,-2.8125,0,-0.0544098814558619
27.306,0,-2.8125,0,-0.0532793072148338
27.308,0,-2.8125,0,-0.0522563212450172
27.31,0,-2.8125,0,-0.0513306851775533
27.312,0,-2.8125,0,-0.0504931349523602
27.314,0,-2.8125,0,-0.0497352881004716
27.316,0,-2.8125,0,-0.0490495598496255
27.318,0,-2.8125,0,-0.0484290872134513
27.32,0,-2.8125,0,-0.0478676603045169
27.322,0,-2.8125,0,-0.0473596601838037
27.324,0,-2.8125,0,-0.0469000026245777
27.326,0,-2.8125,0,-0.0464840872278319
27.328,0,-2.8125,0,-0.0461077513800284
27.33,0,-2.8125,0,-0.0457672285923422
27.332,0,-2.8125,0.175781249999993,-0.527120742605031
27.334,0,-2.8125,0.175781249999993,-0.489775751223303
27.336,0,-2.8125,0.175781249999993,-0.455984602558173
27.338,0,-2.63671875,0.175781249999993,-0.273805019730225
27.34,0,-2.8125,0.175781249999993,-0.411917319759104
27.342,0,-2.8125,0.175781249999993,-0.385535374086097
27.344,0,-2.8125,0,0.119997631492236
27.346,0,-2.8125,0,0.104531150806308
27.348,0,-2.8125,0,0.0905364990646877
27.35,0,-2.8125,0,0.0778736133694295
27.352,0,-2.8125,0,0.0664157595341458
27.354,0,-2.8125,0,0.0560482637144628
27.356,0,-2.98828125,0,-0.104936719632032
27.358,0,-2.98828125,0,-0.0992508355421524
27.36,0,-2.98828125,-0.175781249999993,0.387555597413677
27.362,0,-2.98828125,-0.175781249999993,0.35514461157145
27.364,0,-2.98828125,-0.175781249999993,0.325817936145975
27.366,0,-2.98828125,-0.175781249999993,0.299282060470676
27.368,0,-2.98828125,-0.175781249999993,0.275271405064327
27.37,0,-2.98828125,-0.175781249999993,0.253545663653085
27.372,0,-2.98828125,-0.175781249999993,0.23388739810889
27.374,0,-2.98828125,-0.175781249999993,0.216099862259545
27.376,0,-2.98828125,-0.175781249999993,0.200005032790463
27.378,0,-2.98828125,-0.175781249999993,0.185441827530732
27.38,0,-2.98828125,-0.175781249999993,0.172264493291529
27.382,0,-2.98828125,-0.175781249999993,0.160341147121866
27.384,0,-2.98828125,-0.175781249999993,0.149552456382072
27.386,0,-2.98828125,-0.175781249999993,0.139790444424804
27.388,0,-2.98828125,-0.175781249999993,0.13095740993042
27.39,0,-2.98828125,-0.175781249999993,0.122964949081108
27.392,0,-2.98828125,-0.175781249999993,0.115733070787368
27.394,0,-2.98828125,-0.175781249999993,0.109189396111756
27.396,0,-2.98828125,0,-0.378393197923515
27.398,0,-2.98828125,0,-0.346684511735938
27.4,0,-2.98828125,0,-0.317993303372318
27.402,0,-2.8125,0,-0.140428337776828
27.404,0,-2.8125,0,-0.131112032178506
27.406,0,-2.8125,0,-0.122682289519334
27.408,0,-2.8125,0,-0.115054742245966
27.41,0,-2.8125,0,-0.108153051439999
27.412,0,-2.8125,0,-0.101908142785356
27.414,0,-2.8125,0,-0.0962575152505593
27.416,0,-2.8125,0,-0.0911446155585433
27.418,0,-2.8125,0,-0.0865182721834688
27.42,0,-2.8125,0,-0.0823321832098248
27.422,0,-2.8125,0,-0.0785444529281348
27.424,0,-2.8125,0,-0.0751171725293767
27.426,0,-2.8125,0,-0.0720160407015649
27.428,0,-2.8125,0,-0.0692100203313174
27.43,0,-2.8125,0,-0.0666710278745537
27.432,0,-2.8125,0,-0.0643736522874566
27.434,0,-2.8125,0,-0.062294900704667
27.436,0,-2.8125,0,-0.0604139683193743
27.438,0,-2.8125,0,-0.0587120301621974
27.44,0,-2.8125,0,-0.0571720526949026
27.442,0,-2.8125,0,-0.0557786233333396
27.444,0,-2.8125,0.175781249999993,-0.536179427993967
27.446,0,-2.8125,0.175781249999993,-0.497972389463938
27.448,0,-2.8125,0.175781249999993,-0.463401228212232
27.45,0,-2.8125,0.175781249999993,-0.432119945093142
27.452,0,-2.8125,0.175781249999993,-0.403815467078874
27.454,0,-2.8125,0,0.103457117848854
27.456,0,-2.8125,0,0.0895646737925475
27.458,0,-2.8125,0,0.0769942694197492
27.46,0,-2.8125,0,0.0656200961530771
27.462,0,-2.98828125,0,-0.0962757666978648
27.464,0,-2.98828125,0,-0.0914140805415751
27.466,0,-2.98828125,0,-0.0870150445864914
27.468,0,-2.98828125,0,-0.0830346318904837
27.47,0,-2.98828125,-0.175781249999993,0.40222862658537
27.472,0,-2.98828125,-0.175781249999993,0.368421318604566
27.474,0,-2.98828125,-0.175781249999993,0.337831198546052
27.476,0,-3.1640625,-0.175781249999993,0.15854802643965
27.478,0,-3.1640625,-0.175781249999993,0.147677023157891
27.48,0,-3.1640625,-0.175781249999993,0.137840531733381
27.482,0,-3.1640625,-0.175781249999993,0.128940105424056
27.484,0,-3.1640625,-0.175781249999993,0.120886665933392
27.486,0,-3.1640625,-0.175781249999993,0.113599611878258
27.488,0,-3.1640625,-0.175781249999993,0.107006012104646
27.49,0,-3.1640625,-0.175781249999993,0.10103987576949
27.492,0,-3.1640625,-0.175781249999993,0.0956414918833286
27.494,0,-3.1640625,-0.175781249999993,0.0907568317037341
27.496,0,-3.1640625,-0.175781249999993,0.0863370079984804
27.498,0,-3.1640625,-0.175781249999993,0.0823377857665773
27.5,0,-3.1640625,-0.175781249999993,0.0787191395203179
27.502,0,-3.1640625,-0.175781249999993,0.0754448526974678
27.504,0,-3.1640625,-0.175781249999993,0.0724821551943973
27.506,0,-3.1640625,-0.175781249999993,0.0698013953924628
27.508,0,-3.1640625,-0.175781249999993,0.0673757433951799
27.51,0,-3.1640625,-0.175781249999993,0.0651809225060887
27.512,0,-3.1640625,-0.175781249999993,0.0631949662598551
27.514,0,-3.1640625,-0.175781249999993,0.061397998574904
27.516,0,-3.1640625,-0.175781249999993,0.0597720348272724
27.518,0,-3.1640625,-0.175781249999993,0.0583008018547743
27.52,0,-3.1640625,-0.175781249999993,0.0569695750900216
27.522,0,-3.1640625,-0.175781249999993,0.0557650311922699
27.524,0,-3.1640625,-0.175781249999993,0.0546751147031881
27.526,0,-3.1640625,-0.175781249999993,0.0536889173919985
27.528,0,-3.1640625,-0.175781249999993,0.0527965690824348
27.53,0,-3.1640625,-0.175781249999993,0.0519891388688801
27.532,0,-3.1640625,-0.175781249999993,0.051258545733023
27.534,0,-3.1640625,-0.175781249999993,0.0505974776664569
27.536,0,-3.1640625,-0.175781249999993,0.0499993184897748
27.538,0,-3.1640625,0,-0.432203550165091
27.54,0,-2.98828125,0,-0.244023002366222
27.542,0,-2.98828125,0,-0.225101319880261
27.544,0,-2.98828125,0,-0.207980272011608
27.546,0,-2.98828125,0,-0.192488505860756
27.548,0,-3.1640625,0,-0.330075059253798
27.55,0,-3.1640625,-0.175781249999993,0.178444233501335
27.552,0,-3.1640625,-0.175781249999993,0.165679857446372
27.554,0,-3.1640625,-0.175781249999993,0.154130171303884
27.556,0,-3.1640625,-0.175781249999993,0.143679582168931
27.558,0,-3.1640625,-0.175781249999993,0.134223497222533
27.56,0,-3.1640625,-0.175781249999993,0.125667276959846
27.562,0,-3.1640625,-0.175781249999993,0.117925288007907
27.564,0,-3.1640625,-0.175781249999993,0.110920046079607
27.566,0,-3.1640625,-0.175781249999993,0.104581440486309
27.568,0,-3.1640625,-0.175781249999993,0.0988460324477827
27.57,0,-3.1640625,-0.175781249999993,0.0936564201767235
27.572,0,-3.1640625,-0.175781249999993,0.0889606643834083
27.574,0,-3.1640625,-0.175781249999993,0.0847117684507746
27.576,0,-3.1640625,-0.175781249999993,0.0808672080773307
27.578,0,-3.1640625,-0.175781249999993,0.0773885056804243
27.58,0,-3.1640625,-0.175781249999993,0.0742408453003634
27.582,0,-3.1640625,-0.175781249999993,0.0713927241512198
27.584,0,-3.1640625,-0.175781249999993,0.0688156373309319
27.586,0,-3.1640625,-0.175781249999993,0.0664837925351794
27.588,0,-3.1640625,-0.175781249999993,0.0643738519198031
27.59,0,-3.1640625,-0.175781249999993,0.0624646985282377
27.592,0,-3.1640625,-0.175781249999993,0.0607372249462968
27.594,0,-3.1640625,-0.175781249999993,0.0591741420690971
27.596,0,-3.1640625,-0.175781249999993,0.0577598060661997
27.598,0,-3.1640625,-0.175781249999993,0.0564800618131772
27.6,0,-3.1640625,-0.175781249999993,0.0553221012226329
27.602,0,-3.1640625,-0.175781249999993,0.054274335056787
27.604,0,-3.1640625,-0.175781249999993,0.0533262769386981
27.606,0,-3.1640625,-0.175781249999993,0.0524684384012715
27.608,0,-3.1640625,-0.175781249999993,0.0516922339236632
27.61,0,-3.1640625,-0.175781249999993,0.0509898950046547
27.612,0,-3.1640625,-0.175781249999993,0.0503543924130265
27.614,0,-3.33984375,-0.175781249999993,-0.101824718510979
27.616,0,-3.33984375,-0.175781249999993,-0.0881709508330114
27.618,0,-3.33984375,-0.175781249999993,-0.0758165098140504
27.62,0,-3.33984375,-0.175781249999993,-0.0646377482885569
27.622,0,-3.33984375,-0.175781249999993,-0.0545227856567327
27.624,0,-3.33984375,-0.351562500000012,0.436291243646796
27.626,0,-3.33984375,-0.351562500000012,0.407506481264593
27.628,0,-3.33984375,-0.351562500000012,0.381460948809212
27.63,0,-3.33984375,-0.351562500000012,0.357893974336116
27.632,0,-3.33984375,-0.351562500000012,0.336569692071316
27.634,0,-3.33984375,-0.351562500000012,0.31727468181754
27.636,0,-3.33984375,-0.175781249999993,-0.181845798824537
27.638,0,-3.1640625,-0.175781249999993,-0.00897294076055211
27.64,0,-3.1640625,-0.175781249999993,-0.00390222998612043
27.642,0,-3.1640625,-0.175781249999993,0.000685939266686294
27.644,0,-3.1640625,-0.175781249999993,0.004837486862973
27.646,0,-3.1640625,-0.175781249999993,0.00859396281112822
27.648,0,-3.1640625,-0.175781249999993,0.0119929631168667
27.65,0,-3.1640625,-0.175781249999993,0.0150685060560105
27.652,0,-3.1640625,-0.175781249999993,0.0178513726402079
27.654,0,-2.98828125,-0.175781249999993,0.171973499031058
27.656,0,-2.98828125,0,-0.321583787190981
27.658,0,-2.98828125,0,-0.295281226552089
27.66,0,-2.98828125,0,-0.271481683314778
27.662,0,-2.98828125,0,-0.249946964110788
27.664,0,-2.98828125,0,-0.230461542623047
27.666,0,-2.98828125,0,-0.212830402557634
27.668,0,-2.98828125,0,-0.196877085858696
27.67,0,-2.98828125,0,-0.18244192666012
27.672,0,-2.98828125,0,-0.169380453298779
27.674,0,-2.98828125,0,-0.157561942396188
27.676,0,-2.98828125,0,-0.146868110537364
27.678,0,-2.98828125,0,-0.137191930452806
27.68,0,-2.98828125,0,-0.128436559855544
27.682,0,-2.98828125,0,-0.120514372212744
27.684,0,-2.98828125,0,-0.113346079751503
27.686,0,-2.98828125,0,-0.106859939921604
27.688,0,-2.98828125,0,-0.100991037373268
27.69,0,-2.98828125,0,-0.0956806342636883
27.692,0,-2.98828125,-0.175781249999993,0.390786049412988
27.694,0,-2.98828125,-0.175781249999993,0.358067645682371
27.696,0,-2.98828125,-0.175781249999993,0.328462807023315
27.698,0,-3.1640625,-0.175781249999993,0.1500711544752
27.7,0,-3.1640625,-0.175781249999993,0.140006831521753
27.702,0,-3.1640625,-0.175781249999993,0.130900254708817
27.704,0,-3.1640625,-0.175781249999993,0.122660282511842
27.706,0,-3.1640625,-0.175781249999993,0.115204446669061
27.708,0,-3.1640625,-0.175781249999993,0.108458126804669
27.71,0,-3.1640625,-0.175781249999993,0.102353803604372
27.712,0,-3.1640625,-0.175781249999993,0.0968303830606236
27.714,0,-3.1640625,-0.175781249999993,0.0918325850243694
27.716,0,-3.1640625,-0.175781249999993,0.0873103899437403
27.718,0,-2.98828125,-0.175781249999993,0.23482262260048
27.72,0,-2.98828125,-0.175781249999993,0.216946088457859
27.722,0,-2.98828125,-0.175781249999993,0.20077072998818
27.724,0,-2.98828125,-0.175781249999993,0.186134659068871
27.726,0,-2.98828125,-0.175781249999993,0.172891393248421
27.728,0,-2.98828125,-0.175781249999993,0.160908389711609
27.73,0,-2.98828125,-0.175781249999993,0.150065718748869
27.732,0,-2.98828125,-0.175781249999993,0.140254863461621
27.734,0,-2.98828125,0,-0.350283998110407
27.736,0,-2.98828125,0,-0.321250253649971
27.738,0,-2.98828125,0,-0.294979432871457
27.74,0,-2.8125,0,-0.119604524727489
27.742,0,-2.8125,0,-0.112269865238491
27.744,0,-2.8125,0,-0.105633190290749
27.746,0,-2.8125,0,-0.0996280779227208
27.748,0,-2.8125,0,-0.0941944270604149
27.75,0,-2.8125,0,-0.0892778559982932
27.752,0,-2.8125,0,-0.0848291581298709
27.754,0,-2.8125,0,-0.0808038094723526
27.756,0,-2.8125,0,-0.0771615230564552
27.758,0,-2.8125,0,-0.0738658457216105
27.76,0,-2.8125,0,-0.0708837932811431
27.762,0,-2.8125,0,-0.0681855204060415
27.764,0,-2.8125,0,-0.0657440219234167
27.766,0,-2.8125,0,-0.0635348625401454
27.768,0,-2.8125,0,-0.0615359322866839
27.77,0,-2.8125,0.175781249999993,-0.541388857034025
27.772,0,-2.8125,0.175781249999993,-0.502686076212986
27.774,0,-2.8125,0.175781249999993,-0.467666348746023
27.776,0,-2.63671875,0.175781249999993,-0.284375101746482
27.778,0,-2.63671875,0.175781249999993,-0.269877441997983
27.78,0,-2.8125,0.175781249999993,-0.408363500150573
27.782,0,-2.8125,0,0.0993418869664256
27.784,0,-2.8125,0,0.0858410585689762
27.786,0,-2.8125,0,0.0736250027298909
27.788,0,-2.8125,0,0.0625714573045927
27.79,0,-2.8125,0,0.052569794895829
27.792,0,-2.8125,0,0.0435199156860395
27.794,0,-2.8125,0,0.0353312456065515
27.796,0,-2.8125,0,0.0279218298435029
27.798,0,-2.98828125,-0.175781249999993,0.35127506006301
27.8,0,-2.98828125,-0.175781249999993,0.322316620848994
27.802,0,-2.98828125,-0.175781249999993,0.296113939090644
27.804,0,-2.98828125,-0.175781249999993,0.272404770035122
27.806,0,-2.98828125,-0.175781249999993,0.250951824779847
27.808,0,-2.98828125,-0.175781249999993,0.231540395427427
27.81,0,-2.98828125,-0.175781249999993,0.213976206220756
27.812,0,-2.98828125,-0.175781249999993,0.198083469169465
27.814,0,-2.98828125,-0.175781249999993,0.183703124707817
27.816,0,-2.98828125,-0.175781249999993,0.170691249776
27.818,0,-2.98828125,-0.175781249999993,0.158917617392383
27.82,0,-2.98828125,-0.175781249999993,0.148264393300472
27.822,0,-2.98828125,-0.175781249999993,0.138624956646207
27.824,0,-2.98828125,-0.175781249999993,0.129902832882553
27.826,0,-2.98828125,-0.175781249999993,0.122010728221558
27.828,0,-2.98828125,-0.175781249999993,0.114869655970366
27.83,0,-2.98828125,-0.175781249999993,0.108408146007277
27.832,0,-2.8125,-0.175781249999993,0.25416561383407
27.834,0,-2.8125,-0.175781249999993,0.234701302669611
27.836,0,-2.8125,0,-0.264572367792341
27.838,0,-2.8125,0,-0.243442205970378
27.84,0,-2.8125,0,-0.224322843147735
27.842,0,-2.8125,0,-0.207022926689703
27.844,0,-2.8125,0,-0.191369313531609
27.846,0,-2.8125,0,-0.177205337335671
27.848,0,-2.63671875,0,-0.0127851561766146
27.85,0,-2.63671875,0,-0.0153627444659803
27.852,0,-2.63671875,0,-0.0176950430173133
27.854,0,-2.63671875,0,-0.019805394207755
27.856,0,-2.63671875,0.175781249999993,-0.503376550903693
27.858,0,-2.63671875,0.175781249999993,-0.468038165783244
27.86,0,-2.63671875,0.175781249999993,-0.436062669711115
27.862,0,-2.63671875,0.175781249999993,-0.40713004178395
27.864,0,-2.63671875,0.175781249999993,-0.380950715061904
27.866,0,-2.63671875,0.175781249999993,-0.357262678519046
27.868,0,-2.63671875,0.175781249999993,-0.335828854753698
27.87,0,-2.63671875,0.175781249999993,-0.31643472724242
27.872,0,-2.63671875,0,0.182775438412208
27.874,0,-2.63671875,0,0.161587815056573
27.876,0,-2.63671875,0,0.142416458884676
27.878,0,-2.8125,0,-0.026534587453336
27.88,0,-2.8125,0,-0.028056695885404
27.882,0,-2.8125,0,-0.0294339566662244
27.884,0,-2.8125,0,-0.0306801538679903
27.886,0,-2.8125,-0.175781249999993,0.449853871974573
27.888,0,-2.8125,-0.175781249999993,0.411767376960771
27.89,0,-2.8125,-0.175781249999993,0.377305288005373
27.892,0,-2.98828125,-0.175781249999993,0.194518613242215
27.894,0,-2.98828125,-0.175781249999993,0.180477509375317
27.896,0,-2.98828125,-0.175781249999993,0.167772592062579
27.898,0,-2.98828125,-0.175781249999993,0.156276706443615
27.9,0,-2.98828125,-0.175781249999993,0.145874798039866
27.902,0,-2.98828125,-0.175781249999993,0.136462761244588
27.904,0,-2.98828125,-0.175781249999993,0.127946397400841
27.906,0,-2.98828125,-0.175781249999993,0.120240472031375
27.908,0,-2.98828125,-0.175781249999993,0.11326786178488
27.91,0,-2.98828125,-0.175781249999993,0.106958782560968
27.912,0,-2.8125,-0.175781249999993,0.25285417543672
27.914,0,-2.8125,-0.175781249999993,0.233514664028749
27.916,0,-2.8125,-0.175781249999993,0.216015548867743
27.918,0,-2.8125,-0.175781249999993,0.200181693253246
27.92,0,-2.8125,-0.175781249999993,0.185854626923664
27.922,0,-2.8125,-0.175781249999993,0.17289096004367
27.924,0,-2.8125,-0.175781249999993,0.161160948113144
27.926,0,-2.8125,0,-0.331114438358148
27.928,0,-2.8125,0,-0.303651966746145
27.93,0,-2.63671875,0,-0.127198808215893
27.932,0,-2.63671875,0,-0.118888507342987
27.934,0,-2.63671875,0,-0.111369035484536
27.936,0,-2.63671875,0,-0.104565135366816
27.938,0,-2.63671875,0,-0.0984087113940483
27.94,0,-2.63671875,0.175781249999993,-0.574499779918064
27.942,0,-2.63671875,0.175781249999993,-0.532393130516721
27.944,0,-2.63671875,0.175781249999993,-0.49429345511314
27.946,0,-2.63671875,0.175781249999993,-0.459819440070154
27.948,0,-2.4609375,0.175781249999993,-0.277021974136034
27.95,0,-2.4609375,0.175781249999993,-0.262971106012331
27.952,0,-2.63671875,0.175781249999993,-0.401861437981723
27.954,0,-2.63671875,0.175781249999993,-0.376183484776909
27.956,0,-2.63671875,0.175781249999993,-0.352949109786047
27.958,0,-2.63671875,0,0.149735855797328
27.96,0,-2.63671875,0,0.131692361722346
27.962,0,-2.63671875,0,0.115365931628367
27.964,0,-2.63671875,0,0.100593165438206
27.966,0,-2.63671875,0,0.0872262126106162
27.968,0,-2.8125,0,-0.0764727919162955
27.97,0,-2.8125,-0.175781249999993,0.408418975836841
27.972,0,-2.8125,-0.175781249999993,0.374275529126819
27.974,0,-2.8125,-0.175781249999993,0.343381258140919
27.976,0,-2.8125,-0.175781249999993,0.315426963217715
27.978,0,-2.8125,-0.175781249999993,0.29013286888514
27.98,0,-2.8125,-0.175781249999993,0.267245823804488
27.982,0,-2.8125,-0.175781249999993,0.246536767151324
27.984,0,-2.8125,-0.175781249999993,0.227798436101916
27.986,0,-2.8125,-0.175781249999993,0.210843291480998
27.988,0,-2.8125,-0.175781249999993,0.195501640810067
27.99,0,-2.8125,-0.175781249999993,0.181619939971109
27.992,0,-2.8125,-0.175781249999993,0.169059256488238
27.994,0,-2.8125,-0.175781249999993,0.157693879047306
27.996,0,-2.8125,-0.175781249999993,0.147410059337096
27.998,0,-2.8125,-0.175781249999993,0.138104873620059
28,0,-2.8125,-0.175781249999993,0.12968519263882
28.002,0,-2.8125,-0.175781249999993,0.122066749548957
28.004,0,-2.8125,0,-0.366488335251376
28.006,0,-2.63671875,0,-0.184055510828629
28.008,0,-2.63671875,0,-0.170334583993288
28.01,0,-2.63671875,0,-0.157919374865604
28.012,0,-2.63671875,0,-0.146685628076531
28.014,0,-2.63671875,0,-0.136520912716275
28.016,0,-2.63671875,0,-0.127323497081489
