Time,Theta_1,Theta_2,Alpha,Input
6.826,0,10.1953125,0.175781249999993,-1.12656355413411
6.828,0,10.1953125,0.175781249999993,-0.983985197242122
6.83,0,10.01953125,0.175781249999993,-1.09219968407861
6.832,0,10.01953125,0.175781249999993,-0.953689158834273
6.834,0,10.01953125,0.175781249999993,-0.828359641432712
6.836,0,9.84375,0.175781249999993,-0.952181525071786
6.838,0,9.66796875,0.175781249999993,-1.06501788857223
6.84,0,9.66796875,0,-0.324889321853314
6.842,0,9.4921875,0,-0.487324380943244
6.844,0,9.31640625,0,-0.635099393622455
6.846,0,9.140625,-0.175781249999993,-0.163809357720807
6.848,0,9.140625,-0.175781249999993,-0.095847819119531
6.85,0,8.96484375,-0.351562500000012,0.334221687486591
6.852,0,8.7890625,-0.351562500000012,0.127660614551818
6.854,0,8.61328125,-0.527343750000005,0.545758818624276
6.856,0,8.4375,-0.527343750000005,0.328365662246317
6.858,0,8.26171875,-0.703124999999998,0.736662591017376
6.86,0,8.0859375,-0.703124999999998,0.510400873197869
6.862,0,7.91015625,-0.878906249999991,0.910673195006391
6.864,0,7.91015625,-0.878906249999991,0.914375242726912
6.866,0,7.734375,-1.05468750000001,1.28630035225567
6.868,0,7.55859375,-1.05468750000001,1.02712804842814
6.87,0,7.55859375,-1.05468750000001,1.02904627992546
6.872,0,7.3828125,-1.05468750000001,0.79355723688777
6.874,0,7.3828125,-1.05468750000001,0.816904970890518
6.876,0,7.20703125,-1.05468750000001,0.600806145326408
6.878,0,7.20703125,-1.05468750000001,0.641698875231981
6.88,0,7.20703125,-1.05468750000001,0.678700150741354
6.882,0,7.20703125,-1.05468750000001,0.712180292370068
6.884,0,7.20703125,-1.05468750000001,0.742474380021039
6.886,0,7.03125,-1.05468750000001,0.53266087571292
6.888,0,7.03125,-0.878906249999991,-0.0265592887947109
6.89,0,7.03125,-0.878906249999991,0.0623437458695414
6.892,0,7.03125,-0.878906249999991,0.142786545534493
6.894,0,7.03125,-0.703124999999998,-0.390225881507087
6.896,0,7.20703125,-0.703124999999998,-0.0403843723676473
6.898,0,7.20703125,-0.703124999999998,0.0397382932162157
6.9,0,7.20703125,-0.527343750000005,-0.493563803160714
6.902,0,7.20703125,-0.527343750000005,-0.381209128541729
6.904,0,7.20703125,-0.527343750000005,-0.279546405607269
6.906,0,7.20703125,-0.351562500000012,-0.793358250325948
6.908,0,7.20703125,-0.351562500000012,-0.663368065124449
6.91,0,7.20703125,-0.351562500000012,-0.545748070882108
6.912,0,7.20703125,-0.175781249999993,-1.04512117812294
6.914,0,7.03125,-0.175781249999993,-1.13929101264125
6.916,0,7.03125,-0.175781249999993,-0.988072359264037
6.918,0,7.03125,-0.175781249999993,-0.851244050973007
6.92,0,7.03125,-0.175781249999993,-0.727436666569734
6.922,0,6.85546875,-0.175781249999993,-0.85263583322578
6.924,0,6.85546875,-0.175781249999993,-0.729493683207058
6.926,0,6.6796875,-0.351562500000012,-0.249494690080759
6.928,0,6.6796875,-0.351562500000012,-0.17365296041162
6.93,0,6.50390625,-0.351562500000012,-0.34225325020641
6.932,0,6.328125,-0.527343750000005,0.110193293999632
6.934,0,6.328125,-0.527343750000005,0.161104534682242
6.936,0,6.15234375,-0.527343750000005,-0.0300537964406346
6.938,0,5.9765625,-0.703124999999998,0.401981386046688
6.94,0,5.80078125,-0.703124999999998,0.197198930376011
6.942,0,5.80078125,-0.703124999999998,0.248331136102959
6.944,0,5.625,-0.878906249999991,0.663172831261018
6.946,0,5.44921875,-0.878906249999991,0.442833063483742
6.948,0,5.44921875,-1.05468750000001,1.08568851860658
6.95,0,5.2734375,-1.05468750000001,0.835237100392032
6.952,0,5.2734375,-1.05468750000001,0.845046316211757
6.954,0,5.09765625,-1.05468750000001,0.616697331701145
6.956,0,5.09765625,-1.05468750000001,0.646505658411015
6.958,0,4.921875,-1.23046875,1.04205270818887
6.96,0,4.921875,-1.23046875,1.04147915256466
6.962,0,4.921875,-1.23046875,1.04096017790702
6.964,0,4.74609375,-1.05468750000001,0.197465770548572
6.966,0,4.74609375,-1.05468750000001,0.265573860963076
6.968,0,4.74609375,-1.05468750000001,0.327200615275089
6.97,0,4.74609375,-1.05468750000001,0.382962813579882
6.972,0,4.74609375,-1.05468750000001,0.433418541688496
6.974,0,4.74609375,-0.878906249999991,-0.126727312213647
6.976,0,4.74609375,-0.878906249999991,-0.0386618760412307
6.978,0,4.74609375,-0.878906249999991,0.0410230330987731
6.98,0,4.74609375,-0.703124999999998,-0.492675161710295
6.982,0,4.74609375,-0.703124999999998,-0.380678891806331
6.984,0,4.74609375,-0.703124999999998,-0.27934046689825
6.986,0,4.74609375,-0.703124999999998,-0.187645659850491
6.988,0,4.74609375,-0.527343750000005,-0.710476848660624
6.99,0,4.74609375,-0.527343750000005,-0.588647704217793
6.992,0,4.74609375,-0.527343750000005,-0.478412125693283
6.994,0,4.74609375,-0.527343750000005,-0.378666840410119
6.996,0,4.74609375,-0.527343750000005,-0.288413565837722
6.998,0,4.74609375,-0.527343750000005,-0.206749018506826
7,0,4.74609375,-0.351562500000012,-0.738655962443415
7.002,0,4.74609375,-0.351562500000012,-0.62503890158004
7.004,0,4.5703125,-0.351562500000012,-0.759458655072402
7.006,0,4.5703125,-0.351562500000012,-0.644659637794912
7.008,0,4.5703125,-0.527343750000005,0.0650149068022166
7.01,0,4.39453125,-0.527343750000005,-0.124976093548086
7.012,0,4.39453125,-0.527343750000005,-0.0604600243837186
7.014,0,4.21875,-0.527343750000005,-0.239308196478784
7.016,0,4.21875,-0.527343750000005,-0.16470967841715
7.018,0,4.21875,-0.703124999999998,0.50858994697117
7.02,0,4.04296875,-0.703124999999998,0.285685555658164
7.022,0,4.04296875,-0.703124999999998,0.320420354429847
7.024,0,3.8671875,-0.703124999999998,0.114624972084622
7.026,0,3.8671875,-0.703124999999998,0.164840643792723
7.028,0,3.69140625,-0.878906249999991,0.578853024600493
7.03,0,3.69140625,-0.878906249999991,0.594987592942943
7.032,0,3.515625,-0.878906249999991,0.372362024561707
7.034,0,3.515625,-0.878906249999991,0.407349112813053
7.036,0,3.515625,-0.878906249999991,0.439006742292332
7.038,0,3.33984375,-0.878906249999991,0.230427021763594
7.04,0,3.33984375,-0.878906249999991,0.278123319870873
7.042,0,3.33984375,-0.878906249999991,0.32128071902332
7.044,0,3.33984375,-0.878906249999991,0.360331152178922
7.046,0,3.1640625,-0.878906249999991,0.158440717646737
7.048,0,3.1640625,-0.878906249999991,0.212189732571763
7.05,0,3.1640625,-0.878906249999991,0.260823856877869
7.052,0,3.1640625,-0.878906249999991,0.304829836329692
7.054,0,3.1640625,-0.878906249999991,0.344648096761931
7.056,0,3.1640625,-0.878906249999991,0.380677151985787
7.058,0,3.1640625,-0.878906249999991,0.413277592241902
7.06,0,3.1640625,-0.878906249999991,0.442775693102145
7.062,0,3.1640625,-0.878906249999991,0.469466680939274
7.064,0,3.1640625,-0.703124999999998,-0.112182401138264
7.066,0,3.1640625,-0.703124999999998,-0.0435738921899336
7.068,0,3.1640625,-0.703124999999998,0.0185056595628746
7.07,0,3.1640625,-0.703124999999998,0.0746775659720016
7.072,0,3.1640625,-0.527343750000005,-0.480296075445631
7.074,0,3.1640625,-0.527343750000005,-0.387550627462222
7.076,0,3.1640625,-0.527343750000005,-0.303631068133739
7.078,0,3.1640625,-0.527343750000005,-0.227697503869857
7.08,0,3.1640625,-0.527343750000005,-0.158989967415241
7.082,0,3.1640625,-0.351562500000012,-0.702620900680743
7.084,0,3.1640625,-0.351562500000012,-0.599612145011461
7.086,0,3.1640625,-0.351562500000012,-0.506405960013878
7.088,0,3.1640625,-0.351562500000012,-0.422069508596134
7.09,0,2.98828125,-0.351562500000012,-0.582983455577859
7.092,0,2.98828125,-0.351562500000012,-0.492157378101277
7.094,0,2.98828125,-0.351562500000012,-0.409974537207489
7.096,0,2.98828125,-0.351562500000012,-0.33561242091026
7.098,0,2.8125,-0.351562500000012,-0.505551520346709
7.1,0,2.8125,-0.527343750000005,0.182908349532165
7.102,0,2.8125,-0.527343750000005,0.210946246802869
7.104,0,2.63671875,-0.527343750000005,-0.00090874320365644
7.106,0,2.63671875,-0.527343750000005,0.0438239682568169
7.108,0,2.4609375,-0.527343750000005,-0.152924927765005
7.11,0,2.4609375,-0.703124999999998,0.511276432798043
7.112,0,2.4609375,-0.703124999999998,0.517364321143314
7.114,0,2.28515625,-0.703124999999998,0.285648139936245
7.116,0,2.28515625,-0.703124999999998,0.31240970080462
7.118,0,2.28515625,-0.703124999999998,0.3366245646506
7.12,0,2.109375,-0.703124999999998,0.121310350673279
7.122,0,2.109375,-0.878906249999991,0.768713115352369
7.124,0,2.109375,-0.878906249999991,0.759601004192684
7.126,0,2.109375,-0.878906249999991,0.75135602427699
7.128,0,1.93359375,-0.878906249999991,0.506670926419523
7.13,0,1.93359375,-0.878906249999991,0.521697725168712
7.132,0,1.93359375,-0.878906249999991,0.535294536195441
7.134,0,1.93359375,-0.878906249999991,0.547597440692838
7.136,0,1.93359375,-0.878906249999991,0.558729570041002
7.138,0,1.93359375,-0.703124999999998,-0.0369977506548876
7.14,0,1.93359375,-0.703124999999998,0.0188722400582906
7.142,0,1.93359375,-0.703124999999998,0.0694255028171554
7.144,0,1.93359375,-0.703124999999998,0.11516799070873
7.146,0,1.93359375,-0.703124999999998,0.156557509096322
7.148,0,1.93359375,-0.527343750000005,-0.41179179134303
7.15,0,1.93359375,-0.527343750000005,-0.33114914122911
7.152,0,2.109375,-0.527343750000005,-0.0209559164257025
7.154,0,2.109375,-0.527343750000005,0.0232914946416678
7.156,0,2.109375,-0.351562500000012,-0.542471877343624
7.158,0,2.109375,-0.351562500000012,-0.459489382193204
7.16,0,2.109375,-0.351562500000012,-0.384403708698496
7.162,0,2.109375,-0.351562500000012,-0.316463375607732
7.164,0,2.109375,-0.351562500000012,-0.25498841446472
7.166,0,2.109375,-0.351562500000012,-0.199363564311485
7.168,0,2.109375,-0.351562500000012,-0.149032113960959
7.17,0,2.109375,-0.351562500000012,-0.103490330254416
7.172,0,2.109375,-0.175781249999993,-0.668082505322332
7.174,0,1.93359375,-0.175781249999993,-0.821264998123168
7.176,0,1.93359375,-0.175781249999993,-0.723443210935312
7.178,0,1.93359375,-0.351562500000012,-0.0291303007695021
7.18,0,1.93359375,-0.351562500000012,0.00420364682801189
7.182,0,1.93359375,-0.351562500000012,0.034365452600773
7.184,0,1.7578125,-0.351562500000012,-0.175567745310371
7.186,0,1.7578125,-0.351562500000012,-0.129096124295366
7.188,0,1.7578125,-0.351562500000012,-0.0870468589007686
7.19,0,1.58203125,-0.351562500000012,-0.286223837566163
7.192,0,1.58203125,-0.527343750000005,0.375780502767113
