Time,Theta_1,Theta_2,Alpha,Input
3.07,0,0.17578125,-51.85546875,9.99999999994187
3.072,0,0.17578125,-51.85546875,9.99999999994222
3.074,0,0.17578125,-51.6796875,9.99999999994107
3.076,0,0.17578125,-51.6796875,9.99999999994147
3.078,0,0.17578125,-51.6796875,9.99999999994182
3.08,0,0.17578125,-51.50390625,9.99999999994069
3.082,0,0.17578125,-51.50390625,9.99999999994109
3.084,0,0.17578125,-51.50390625,9.99999999994146
3.086,0,0.17578125,-51.50390625,9.99999999994179
3.088,0,0.17578125,-51.328125,9.99999999994063
3.09,0,0.17578125,-51.328125,9.99999999994102
3.092,0,0.17578125,-51.328125,9.99999999994137
3.094,0,0.17578125,-51.15234375,9.99999999994021
3.096,0,0.17578125,-51.15234375,9.99999999994062
3.098,0,0.17578125,-51.15234375,9.99999999994098
3.1,0,0.17578125,-51.15234375,9.9999999999413
3.102,0,0.17578125,-50.9765625,9.99999999994013
3.104,0,0.17578125,-50.9765625,9.99999999994052
3.106,0,0.17578125,-50.9765625,9.99999999994086
3.108,0,0.17578125,-50.80078125,9.9999999999397
3.11,0,0.17578125,-50.80078125,9.9999999999401
3.112,0,0.17578125,-50.80078125,9.99999999994046
3.114,0,0.17578125,-50.80078125,9.99999999994078
3.116,0,0.17578125,-50.625,9.9999999999396
3.118,0,0.17578125,-50.625,9.99999999993998
3.12,0,0.17578125,-50.625,9.99999999994033
3.122,0,0.17578125,-50.44921875,9.99999999993915
3.124,0,0.17578125,-50.44921875,9.99999999993956
3.126,0,0.17578125,-50.44921875,9.99999999993992
3.128,0,0.17578125,-50.44921875,9.99999999994024
3.13,0,0.17578125,-50.2734375,9.99999999993905
3.132,0,0.17578125,-50.2734375,9.99999999993944
3.134,0,0.17578125,-50.2734375,9.99999999993978
3.136,0,0.17578125,-50.09765625,9.9999999999386
3.138,0,0.17578125,-50.09765625,9.999999999939
3.14,0,0.17578125,-50.09765625,9.99999999993936
3.142,0,0.17578125,-50.09765625,9.99999999993969
3.144,0,0.17578125,-49.921875,9.99999999993849
3.146,0,0.17578125,-49.921875,9.99999999993888
3.148,0,0.17578125,-49.921875,9.99999999993923
3.15,0,0.17578125,-49.74609375,9.99999999993804
3.152,0,0.17578125,-49.74609375,9.99999999993844
3.154,0,0.17578125,-49.74609375,9.9999999999388
3.156,0,0.17578125,-49.74609375,9.99999999993913
3.158,0,0.17578125,-49.5703125,9.99999999993792
3.16,0,0.17578125,-49.5703125,9.99999999993831
3.162,0,0.17578125,-49.5703125,9.99999999993866
3.164,0,0.17578125,-49.39453125,9.99999999993747
3.166,0,0.17578125,-49.39453125,9.99999999993787
3.168,0,0.17578125,-49.39453125,9.99999999993824
3.17,0,0.17578125,-49.39453125,9.99999999993857
3.172,0,0.17578125,-49.21875,9.99999999993735
3.174,0,0.17578125,-49.21875,9.99999999993774
3.176,0,0.17578125,-49.21875,9.99999999993809
3.178,0,0.17578125,-49.04296875,9.99999999993689
3.18,0,0.17578125,-49.04296875,9.9999999999373
3.182,0,0.17578125,-49.04296875,9.99999999993767
3.184,0,0.17578125,-49.04296875,9.999999999938
3.186,0,0.17578125,-48.8671875,9.99999999993678
3.188,0,0.17578125,-48.8671875,9.99999999993717
3.19,0,0.17578125,-48.8671875,9.99999999993752
3.192,0,0.17578125,-48.69140625,9.99999999993631
3.194,0,0.17578125,-48.69140625,9.99999999993672
3.196,0,0.17578125,-48.69140625,9.99999999993709
3.198,0,0.17578125,-48.69140625,9.99999999993743
3.2,0,0.17578125,-48.515625,9.9999999999362
3.202,0,0.17578125,-48.515625,9.99999999993659
3.204,0,0.17578125,-48.515625,9.99999999993695
3.206,0,0.17578125,-48.515625,9.99999999993727
3.208,0,0.17578125,-48.33984375,9.99999999993602
3.21,0,0.17578125,-48.33984375,9.99999999993641
3.212,0,0.17578125,-48.33984375,9.99999999993675
3.214,0,0.17578125,-48.1640625,9.99999999993552
3.216,0,0.17578125,-48.1640625,9.99999999993593
3.218,0,0.17578125,-48.1640625,9.99999999993629
3.22,0,0.17578125,-48.1640625,9.99999999993662
3.222,0,0.17578125,-47.98828125,9.99999999993538
3.224,0,0.17578125,-47.98828125,9.99999999993577
3.226,0,0.17578125,-47.98828125,9.99999999993612
3.228,0,0.17578125,-47.98828125,9.99999999993644
3.23,0,0.17578125,-47.8125,9.99999999993518
3.232,0,0.17578125,-47.8125,9.99999999993557
3.234,0,0.17578125,-47.8125,9.99999999993591
3.236,0,0.17578125,-47.63671875,9.99999999993467
3.238,0,0.17578125,-47.63671875,9.99999999993508
3.24,0,0.17578125,-47.63671875,9.99999999993544
3.242,0,0.17578125,-47.63671875,9.99999999993577
3.244,0,0.17578125,-47.4609375,9.99999999993451
3.246,0,0.17578125,-47.4609375,9.99999999993491
3.248,0,0.17578125,-47.4609375,9.99999999993526
3.25,0,0.17578125,-47.4609375,9.99999999993558
3.252,0,0.17578125,-47.28515625,9.99999999993431
3.254,0,0.17578125,-47.28515625,9.9999999999347
3.256,0,0.17578125,-47.28515625,9.99999999993504
3.258,0,0.17578125,-47.109375,9.99999999993379
3.26,0,0.17578125,-47.109375,9.9999999999342
3.262,0,0.17578125,-47.109375,9.99999999993457
3.264,0,0.17578125,-47.109375,9.9999999999349
3.266,0,0.17578125,-46.93359375,9.99999999993363
3.268,0,0.17578125,-46.93359375,9.99999999993402
3.27,0,0.17578125,-46.93359375,9.99999999993438
3.272,0,0.17578125,-46.93359375,9.9999999999347
3.274,0,0.17578125,-46.7578125,9.99999999993352
3.276,0,0.17578125,-46.7578125,9.99999999993381
3.278,0,0.17578125,-46.7578125,9.99999999993416
3.28,0,0.17578125,-46.7578125,9.99999999993448
3.282,0,0.17578125,-46.58203125,9.99999999993328
3.284,0,0.17578125,-46.58203125,9.99999999993367
3.286,0,0.17578125,-46.58203125,9.99999999993391
3.288,0,0.17578125,-46.58203125,9.99999999993423
3.29,0,0.17578125,-46.40625,9.99999999993303
3.292,0,0.17578125,-46.40625,9.99999999993341
3.294,0,0.17578125,-46.40625,9.99999999993365
3.296,0,0.17578125,-46.23046875,9.99999999993247
3.298,0,0.17578125,-46.23046875,9.99999999993288
3.3,0,0.17578125,-46.23046875,9.99999999993324
3.302,0,0.17578125,-46.23046875,9.99999999993357
3.304,0,0.17578125,-46.0546875,9.99999999993228
3.306,0,0.17578125,-46.0546875,9.99999999993268
3.308,0,0.17578125,-46.0546875,9.99999999993303
3.31,0,0.17578125,-46.0546875,9.99999999993336
3.312,0,0.17578125,-45.87890625,9.99999999993205
3.314,0,0.17578125,-45.87890625,9.99999999993244
3.316,0,0.17578125,-45.87890625,9.9999999999328
3.318,0,0.17578125,-45.87890625,9.99999999993311
3.32,0,0.17578125,-45.703125,9.9999999999318
3.322,0,0.17578125,-45.703125,9.99999999993219
3.324,0,0.17578125,-45.703125,9.99999999993253
3.326,0,0.17578125,-45.703125,9.99999999993285
3.328,0,0.17578125,-45.52734375,9.99999999993153
3.33,0,0.17578125,-45.52734375,9.99999999993191
3.332,0,0.17578125,-45.52734375,9.99999999993226
3.334,0,0.17578125,-45.3515625,9.99999999993096
3.336,0,0.17578125,-45.3515625,9.99999999993137
3.338,0,0.17578125,-45.3515625,9.99999999993174
3.34,0,0.17578125,-45.3515625,9.99999999993208
3.342,0,0.17578125,-45.17578125,9.99999999993076
3.344,0,0.17578125,-45.17578125,9.99999999993116
3.346,0,0.17578125,-45.17578125,9.99999999993153
3.348,0,0.17578125,-45.17578125,9.99999999993185
3.35,0,0.17578125,-45,9.99999999993053
3.352,0,0.17578125,-45,9.99999999993092
3.354,0,0.17578125,-45,9.99999999993128
3.356,0,0.17578125,-45,9.9999999999316
3.358,0,0.17578125,-44.82421875,9.99999999993027
3.36,0,0.17578125,-44.82421875,9.99999999993066
3.362,0,0.17578125,-44.82421875,9.99999999993102
3.364,0,0.17578125,-44.82421875,9.99999999993133
3.366,0,0.17578125,-44.6484375,9.99999999993
3.368,0,0.17578125,-44.6484375,9.99999999993038
3.37,0,0.17578125,-44.6484375,9.99999999993074
3.372,0,0.17578125,-44.6484375,9.99999999993105
3.374,0,0.17578125,-44.47265625,9.99999999992971
3.376,0,0.17578125,-44.47265625,9.9999999999301
3.378,0,0.17578125,-44.47265625,9.99999999993045
3.38,0,0.17578125,-44.47265625,9.99999999993076
3.382,0,0.17578125,-44.296875,9.99999999992941
3.384,0,0.17578125,-44.296875,9.9999999999298
3.386,0,0.17578125,-44.296875,9.99999999993015
3.388,0,0.17578125,-44.296875,9.99999999993047
3.39,0,0.17578125,-44.12109375,9.99999999992911
3.392,0,0.17578125,-44.12109375,9.9999999999295
3.394,0,0.17578125,-44.12109375,9.99999999992985
3.396,0,0.17578125,-44.12109375,9.99999999993017
3.398,0,0.17578125,-43.9453125,9.99999999992881
3.4,0,0.17578125,-43.9453125,9.9999999999292
3.402,0,0.17578125,-43.9453125,9.99999999992955
3.404,0,0.17578125,-43.9453125,9.99999999992986
3.406,0,0.17578125,-43.76953125,9.9999999999285
3.408,0,0.17578125,-43.76953125,9.99999999992889
3.41,0,0.17578125,-43.76953125,9.99999999992924
3.412,0,0.17578125,-43.76953125,9.99999999992956
3.414,0,0.17578125,-43.59375,9.99999999992819
3.416,0,0.17578125,-43.59375,9.99999999992858
3.418,0,0.17578125,-43.59375,9.99999999992893
3.42,0,0.17578125,-43.59375,9.99999999992925
3.422,0,0.17578125,-43.41796875,9.99999999992788
3.424,0,0.17578125,-43.41796875,9.99999999992827
3.426,0,0.17578125,-43.41796875,9.99999999992862
3.428,0,0.17578125,-43.41796875,9.99999999992894
3.43,0,0.17578125,-43.2421875,9.99999999992757
3.432,0,0.17578125,-43.2421875,9.99999999992796
3.434,0,0.17578125,-43.2421875,9.99999999992831
3.436,0,0.17578125,-43.2421875,9.99999999992863
3.438,0,0.17578125,-43.06640625,9.99999999992724
3.44,0,0.17578125,-43.06640625,9.99999999992764
3.442,0,0.17578125,-43.06640625,9.999999999928
3.444,0,0.17578125,-43.06640625,9.99999999992832
3.446,0,0.17578125,-42.890625,9.99999999992692
3.448,0,0.17578125,-42.890625,9.99999999992732
3.45,0,0.17578125,-42.890625,9.99999999992768
3.452,0,0.17578125,-42.890625,9.999999999928
3.454,0,0.17578125,-42.71484375,9.99999999992659
3.456,0,0.17578125,-42.71484375,9.999999999927
3.458,0,0.17578125,-42.71484375,9.99999999992736
3.46,0,0.17578125,-42.71484375,9.99999999992769
3.462,0,0.17578125,-42.5390625,9.99999999992607
3.464,0,0.17578125,-42.5390625,9.99999999992667
3.466,0,0.17578125,-42.5390625,9.99999999992704
3.468,0,0.17578125,-42.5390625,9.99999999992737
3.47,0,0.17578125,-42.5390625,9.99999999992766
3.472,0,0.17578125,-42.36328125,9.99999999992597
3.474,0,0.17578125,-42.36328125,9.99999999992659
3.476,0,0.17578125,-42.36328125,9.99999999992694
3.478,0,0.17578125,-42.36328125,9.99999999992725
3.48,0,0.17578125,-42.1875,9.99999999992527
3.482,0,0.17578125,-42.1875,9.99999999992592
3.484,0,0.17578125,-42.1875,9.9999999999265
3.486,0,0.17578125,-42.1875,9.99999999992685
3.488,0,0.17578125,-42.01171875,9.99999999992461
3.49,0,0.17578125,-42.01171875,9.99999999992528
3.492,0,0.17578125,-42.01171875,9.99999999992587
3.494,0,0.17578125,-42.01171875,9.9999999999264
3.496,0,0.17578125,-41.8359375,9.99999999992398
3.498,0,0.17578125,-41.8359375,9.99999999992466
3.5,0,0.17578125,-41.8359375,9.99999999992527
3.502,0,0.17578125,-41.8359375,9.99999999992581
3.504,0,0.17578125,-41.66015625,9.99999999992336
3.506,0,0.17578125,-41.66015625,9.99999999992405
3.508,0,0.17578125,-41.66015625,9.99999999992468
3.51,0,0.17578125,-41.66015625,9.99999999992523
3.512,0,0.17578125,-41.66015625,9.99999999992573
3.514,0,0.17578125,-41.484375,9.99999999992322
3.516,0,0.17578125,-41.484375,9.99999999992387
3.518,0,0.17578125,-41.484375,9.99999999992446
3.52,0,0.17578125,-41.484375,9.99999999992499
3.522,0,0.17578125,-41.30859375,9.99999999992245
3.524,0,0.17578125,-41.30859375,9.99999999992314
3.526,0,0.17578125,-41.30859375,9.99999999992375
3.528,0,0.17578125,-41.30859375,9.9999999999243
3.53,0,0.17578125,-41.1328125,9.99999999992173
3.532,0,0.17578125,-41.1328125,9.99999999992244
3.534,0,0.17578125,-41.1328125,9.99999999992307
3.536,0,0.17578125,-41.1328125,9.99999999992364
3.538,0,0.17578125,-40.95703125,9.99999999992104
3.54,0,0.17578125,-40.95703125,9.99999999992177
3.542,0,0.17578125,-40.95703125,9.99999999992242
3.544,0,0.17578125,-40.95703125,9.999999999923
3.546,0,0.17578125,-40.95703125,9.99999999992352
3.548,0,0.17578125,-40.78125,9.99999999992086
3.55,0,0.17578125,-40.78125,9.99999999992155
3.552,0,0.17578125,-40.78125,9.99999999992217
3.554,0,0.17578125,-40.78125,9.99999999992272
3.556,0,0.17578125,-40.60546875,9.99999999991992
3.558,0,0.17578125,-40.60546875,9.99999999992076
3.56,0,0.17578125,-40.60546875,9.99999999992141
3.562,0,0.17578125,-40.60546875,9.99999999992198
3.564,0,0.17578125,-40.4296875,9.99999999991914
3.566,0,0.17578125,-40.4296875,9.9999999999199
3.568,0,0.17578125,-40.4296875,9.99999999992069
3.57,0,0.17578125,-40.4296875,9.99999999992128
3.572,0,0.17578125,-40.4296875,9.99999999992181
3.574,0,0.17578125,-40.25390625,9.99999999991892
3.576,0,0.17578125,-40.25390625,9.99999999991963
3.578,0,0.17578125,-40.25390625,9.99999999992039
3.58,0,0.17578125,-40.25390625,9.99999999992096
3.582,0,0.17578125,-40.078125,9.99999999991804
3.584,0,0.17578125,-40.078125,9.99999999991879
3.586,0,0.17578125,-40.078125,9.99999999991946
3.588,0,0.17578125,-40.078125,9.99999999992006
3.59,0,0.17578125,-39.90234375,9.99999999991721
3.592,0,0.17578125,-39.90234375,9.999999999918
3.594,0,0.17578125,-39.90234375,9.99999999991869
3.596,0,0.17578125,-39.90234375,9.99999999991931
3.598,0,0.17578125,-39.90234375,9.99999999991986
3.6,0,0.17578125,-39.7265625,9.99999999991697
3.602,0,0.17578125,-39.7265625,9.99999999991771
3.604,0,0.17578125,-39.7265625,9.99999999991838
3.606,0,0.17578125,-39.7265625,9.99999999991897
3.608,0,0.17578125,-39.55078125,9.99999999991604
3.61,0,0.17578125,-39.55078125,9.99999999991682
3.612,0,0.17578125,-39.55078125,9.99999999991752
3.614,0,0.17578125,-39.55078125,9.99999999991814
3.616,0,0.17578125,-39.55078125,9.9999999999187
3.618,0,0.17578125,-39.375,9.99999999991571
3.62,0,0.17578125,-39.375,9.99999999991647
3.622,0,0.17578125,-39.375,9.99999999991714
3.624,0,0.17578125,-39.375,9.99999999991774
3.626,0,0.17578125,-39.19921875,9.99999999991471
3.628,0,0.17578125,-39.19921875,9.99999999991552
3.63,0,0.17578125,-39.19921875,9.99999999991623
3.632,0,0.17578125,-39.19921875,9.99999999991687
3.634,0,0.17578125,-39.19921875,9.99999999991743
3.636,0,0.17578125,-39.0234375,9.99999999991434
3.638,0,0.17578125,-39.0234375,9.99999999991513
3.64,0,0.17578125,-39.0234375,9.99999999991582
3.642,0,0.17578125,-39.0234375,9.99999999991643
3.644,0,0.17578125,-38.84765625,9.99999999991327
3.646,0,0.17578125,-38.84765625,9.99999999991411
3.648,0,0.17578125,-38.84765625,9.99999999991486
3.65,0,0.17578125,-38.84765625,9.99999999991552
3.652,0,0.17578125,-38.84765625,9.9999999999161
3.654,0,0.17578125,-38.671875,9.99999999991288
3.656,0,0.17578125,-38.671875,9.99999999991369
3.658,0,0.17578125,-38.671875,9.99999999991442
3.66,0,0.17578125,-38.671875,9.99999999991506
3.662,0,0.17578125,-38.49609375,9.99999999991178
3.664,0,0.17578125,-38.49609375,9.99999999991264
3.666,0,0.17578125,-38.49609375,9.99999999991341
3.668,0,0.17578125,-38.49609375,9.9999999999141
3.67,0,0.17578125,-38.49609375,9.99999999991471
3.672,0,0.17578125,-38.3203125,9.99999999991136
3.674,0,0.17578125,-38.3203125,9.9999999999122
3.676,0,0.17578125,-38.3203125,9.99999999991295
3.678,0,0.17578125,-38.3203125,9.99999999991361
3.68,0,0.17578125,-38.14453125,9.99999999991022
3.682,0,0.17578125,-38.14453125,9.99999999991111
3.684,0,0.17578125,-38.14453125,9.99999999991191
3.686,0,0.17578125,-38.14453125,9.99999999991262
3.688,0,0.17578125,-38.14453125,9.99999999991325
3.69,0,0.17578125,-37.96875,9.99999999990979
3.692,0,0.17578125,-37.96875,9.99999999991066
3.694,0,0.17578125,-37.96875,9.99999999991143
3.696,0,0.17578125,-37.96875,9.99999999991211
3.698,0,0.17578125,-37.96875,9.99999999991273
3.7,0,0.17578125,-37.79296875,9.9999999999096
3.702,0,0.17578125,-37.79296875,9.99999999991006
3.704,0,0.17578125,-37.79296875,9.99999999991083
3.706,0,0.17578125,-37.79296875,9.99999999991151
3.708,0,0.17578125,-37.6171875,9.99999999990969
3.71,0,0.17578125,-37.6171875,9.99999999990963
3.712,0,0.17578125,-37.6171875,9.99999999990968
3.714,0,0.17578125,-37.6171875,9.99999999991041
3.716,0,0.17578125,-37.6171875,9.99999999991106
3.718,0,0.17578125,-37.44140625,9.99999999990973
3.72,0,0.17578125,-37.44140625,9.99999999990967
3.722,0,0.17578125,-37.44140625,9.99999999990962
3.724,0,0.17578125,-37.44140625,9.99999999990984
3.726,0,0.17578125,-37.44140625,9.99999999991048
3.728,0,0.17578125,-37.265625,9.99999999990978
3.73,0,0.17578125,-37.265625,9.99999999990972
3.732,0,0.17578125,-37.265625,9.99999999990967
3.734,0,0.17578125,-37.265625,9.99999999990962
3.736,0,0.17578125,-37.08984375,9.99999999990988
3.738,0,0.17578125,-37.08984375,9.99999999990981
3.74,0,0.17578125,-37.08984375,9.99999999990975
3.742,0,0.17578125,-37.08984375,9.9999999999097
3.744,0,0.17578125,-37.08984375,9.99999999990966
3.746,0,0.17578125,-36.9140625,9.99999999990993
3.748,0,0.17578125,-36.9140625,9.99999999990986
3.75,0,0.17578125,-36.9140625,9.9999999999098
3.752,0,0.17578125,-36.9140625,9.99999999990975
3.754,0,0.17578125,-36.9140625,9.9999999999097
3.756,0,0.17578125,-36.73828125,9.99999999990998
3.758,0,0.17578125,-36.73828125,9.99999999990991
3.76,0,0.17578125,-36.73828125,9.99999999990985
3.762,0,0.17578125,-36.73828125,9.9999999999098
3.764,0,0.17578125,-36.73828125,9.99999999990975
3.766,0,0.17578125,-36.5625,9.99999999991005
3.768,0,0.17578125,-36.5625,9.99999999990998
3.77,0,0.17578125,-36.5625,9.99999999990991
3.772,0,0.17578125,-36.5625,9.99999999990986
3.774,0,0.17578125,-36.5625,9.99999999990981
3.776,0,0.17578125,-36.38671875,9.99999999991012
3.778,0,0.17578125,-36.38671875,9.99999999991004
3.78,0,0.17578125,-36.38671875,9.99999999990998
3.782,0,0.17578125,-36.38671875,9.99999999990992
3.784,0,0.17578125,-36.2109375,9.99999999991022
3.786,0,0.17578125,-36.2109375,9.99999999991016
3.788,0,0.17578125,-36.2109375,9.99999999991009
3.79,0,0.17578125,-36.2109375,9.99999999991003
3.792,0,0.17578125,-36.2109375,9.99999999990997
3.794,0,0.17578125,-36.03515625,9.99999999991025
3.796,0,0.17578125,-36.03515625,9.9999999999102
3.798,0,0.17578125,-36.03515625,9.99999999991015
3.8,0,0.17578125,-36.03515625,9.99999999991009
3.802,0,0.17578125,-36.03515625,9.99999999991003
3.804,0,0.17578125,-35.859375,9.99999999991029
3.806,0,0.17578125,-35.859375,9.99999999991024
3.808,0,0.17578125,-35.859375,9.9999999999102
3.81,0,0.17578125,-35.859375,9.99999999991015
3.812,0,0.17578125,-35.859375,9.9999999999101
3.814,0,0.17578125,-35.68359375,9.99999999991034
3.816,0,0.17578125,-35.68359375,9.99999999991029
3.818,0,0.17578125,-35.68359375,9.99999999991024
3.82,0,0.17578125,-35.68359375,9.99999999991021
3.822,0,0.17578125,-35.68359375,9.99999999991017
3.824,0,0.17578125,-35.5078125,9.9999999999104
3.826,0,0.17578125,-35.5078125,9.99999999991034
3.828,0,0.17578125,-35.5078125,9.99999999991029
3.83,0,0.17578125,-35.5078125,9.99999999991025
3.832,0,0.17578125,-35.5078125,9.99999999991022
3.834,0,0.17578125,-35.33203125,9.99999999991046
3.836,0,0.17578125,-35.33203125,9.9999999999104
3.838,0,0.17578125,-35.33203125,9.99999999991035
3.84,0,0.17578125,-35.33203125,9.9999999999103
3.842,0,0.17578125,-35.33203125,9.99999999991027
3.844,0,0.17578125,-35.15625,9.99999999991052
3.846,0,0.17578125,-35.15625,9.99999999991046
3.848,0,0.17578125,-35.15625,9.9999999999104
3.85,0,0.17578125,-35.15625,9.99999999991036
3.852,0,0.17578125,-35.15625,9.99999999991032
3.854,0,0.17578125,-34.98046875,9.99999999991059
3.856,0,0.17578125,-34.98046875,9.99999999991052
3.858,0,0.17578125,-34.98046875,9.99999999991046
3.86,0,0.17578125,-34.98046875,9.99999999991041
3.862,0,0.17578125,-34.98046875,9.99999999991037
3.864,0,0.17578125,-34.8046875,9.99999999991064
3.866,0,0.17578125,-34.8046875,9.99999999991059
3.868,0,0.17578125,-34.8046875,9.99999999991053
3.87,0,0.17578125,-34.8046875,9.99999999991048
3.872,0,0.17578125,-34.8046875,9.99999999991043
3.874,0,0.17578125,-34.62890625,9.99999999991071
3.876,0,0.17578125,-34.62890625,9.99999999991064
3.878,0,0.17578125,-34.62890625,9.99999999991059
