Time,Theta,Alpha,Input
9.082,17.40234375,-0.175781249999993,0.122718463030846
9.083,17.40234375,-0.175781249999993,0.122718463030846
9.084,17.40234375,-0.175781249999993,0.122718463030846
9.085,17.578125,-0.175781249999993,0.122718463030846
9.086,17.578125,-0.175781249999993,0.122718463030846
9.087,17.578125,-0.175781249999993,0.122718463030846
9.088,17.578125,-0.175781249999993,0.122718463030846
9.089,17.578125,-0.175781249999993,0.122718463030846
9.09,17.75390625,-0.175781249999993,0.122718463030846
9.091,17.75390625,-0.175781249999993,0.122718463030846
9.092,17.75390625,-0.175781249999993,0.122718463030846
9.093,17.75390625,-0.175781249999993,0.122718463030846
9.094,17.75390625,-0.175781249999993,0.122718463030846
9.095,17.9296875,-0.175781249999993,0.122718463030846
9.096,17.9296875,-0.175781249999993,0.122718463030846
9.097,17.9296875,-0.175781249999993,0.122718463030846
9.098,17.9296875,-0.175781249999993,0.122718463030846
9.099,17.9296875,-0.175781249999993,0.122718463030846
9.1,18.10546875,-0.175781249999993,0.122718463030846
9.101,18.10546875,-0.175781249999993,0.122718463030846
9.102,18.10546875,-0.175781249999993,0.122718463030846
9.103,18.10546875,-0.175781249999993,0.122718463030846
9.104,18.28125,0,-3.06796157577116
9.105,18.28125,0,0
9.106,18.28125,0,0
9.107,18.28125,0,0
9.108,18.28125,0,0
9.109,18.45703125,0,0
9.11,18.45703125,0,0
9.111,18.45703125,-0.175781249999993,3.19068003880201
9.112,18.45703125,-0.175781249999993,0.122718463030846
9.113,18.45703125,-0.175781249999993,0.122718463030846
9.114,18.45703125,-0.175781249999993,0.122718463030846
9.115,18.6328125,-0.175781249999993,0.122718463030846
9.116,18.6328125,0,-3.06796157577116
9.117,18.6328125,0,0
9.118,18.80859375,0,0
9.119,18.80859375,0,0
9.12,18.80859375,0,0
9.121,18.80859375,0,0
9.122,18.984375,0,0
9.123,18.984375,0,0
9.124,18.984375,0,0
9.125,18.984375,0,0
9.126,18.984375,0,0
9.127,19.16015625,0,0
9.128,19.16015625,0,0
9.129,19.16015625,0,0
9.13,19.16015625,0,0
9.131,19.3359375,0,0
9.132,19.3359375,0,0
9.133,19.3359375,0,0
9.134,19.3359375,0,0
9.135,19.3359375,0,0
9.136,19.51171875,0,0
9.137,19.51171875,0,0
9.138,19.51171875,0,0
9.139,19.51171875,0,0
9.14,19.6875,0,0
9.141,19.6875,0,0
9.142,19.6875,0,0
9.143,19.6875,0,0
9.144,19.6875,0,0
9.145,19.86328125,0,0
9.146,19.86328125,0,0
9.147,19.86328125,0,0
9.148,19.86328125,0,0
9.149,19.86328125,0.175781249999993,-3.19068003880201
9.15,20.0390625,0.175781249999993,-0.122718463030846
9.151,20.0390625,0.175781249999993,-0.122718463030846
9.152,20.0390625,0.175781249999993,-0.122718463030846
9.153,20.0390625,0,3.06796157577116
9.154,20.0390625,0,0
9.155,20.0390625,0,0
9.156,20.21484375,0,0
9.157,20.21484375,0,0
9.158,20.21484375,0,0
9.159,20.21484375,0,0
9.16,20.21484375,0,0
9.161,20.390625,0,0
9.162,20.390625,0,0
9.163,20.390625,0,0
9.164,20.390625,0,0
9.165,20.390625,0,0
9.166,20.56640625,0,0
9.167,20.56640625,0,0
9.168,20.56640625,0,0
9.169,20.56640625,0,0
9.17,20.56640625,0,0
9.171,20.56640625,0,0
9.172,20.7421875,0,0
9.173,20.7421875,0,0
9.174,20.7421875,0,0
9.175,20.7421875,0,0
9.176,20.7421875,0,0
9.177,20.91796875,0,0
9.178,20.91796875,0,0
9.179,20.91796875,0,0
9.18,20.91796875,0,0
9.181,20.91796875,0,0
9.182,20.91796875,0,0
9.183,21.09375,0,0
9.184,21.09375,0,0
9.185,21.09375,0,0
9.186,21.09375,0,0
9.187,21.09375,0,0
9.188,21.26953125,0,0
9.189,21.26953125,0,0
9.19,21.26953125,0,0
9.191,21.26953125,0,0
9.192,21.26953125,0,0
9.193,21.26953125,0,0
9.194,21.4453125,0,0
9.195,21.4453125,0,0
9.196,21.4453125,0,0
9.197,21.4453125,0,0
9.198,21.4453125,0,0
9.199,21.4453125,0,0
9.2,21.62109375,0,0
9.201,21.62109375,0,0
9.202,21.62109375,0,0
9.203,21.62109375,0,0
9.204,21.62109375,0,0
9.205,21.62109375,0,0
9.206,21.796875,0,0
9.207,21.796875,0,0
9.208,21.796875,0,0
9.209,21.796875,0,0
9.21,21.796875,0,0
9.211,21.796875,0,0
9.212,21.97265625,0,0
9.213,21.97265625,0,0
9.214,21.97265625,0,0
9.215,21.97265625,-0.175781249999993,3.19068003880201
9.216,21.97265625,-0.175781249999993,0.122718463030846
9.217,21.97265625,-0.175781249999993,0.122718463030846
9.218,22.1484375,-0.175781249999993,0.122718463030846
9.219,22.1484375,-0.175781249999993,0.122718463030846
9.22,22.1484375,-0.175781249999993,0.122718463030846
9.221,22.1484375,-0.175781249999993,0.122718463030846
9.222,22.1484375,-0.175781249999993,0.122718463030846
9.223,22.1484375,-0.175781249999993,0.122718463030846
9.224,22.1484375,-0.175781249999993,0.122718463030846
9.225,22.32421875,-0.175781249999993,0.122718463030846
9.226,22.32421875,-0.175781249999993,0.122718463030846
9.227,22.32421875,-0.175781249999993,0.122718463030846
9.228,22.32421875,-0.175781249999993,0.122718463030846
9.229,22.32421875,-0.175781249999993,0.122718463030846
9.23,22.32421875,-0.175781249999993,0.122718463030846
9.231,22.5,-0.175781249999993,0.122718463030846
9.232,22.5,-0.175781249999993,0.122718463030846
9.233,22.5,-0.175781249999993,0.122718463030846
9.234,22.5,-0.175781249999993,0.122718463030846
9.235,22.5,-0.175781249999993,0.122718463030846
9.236,22.67578125,-0.175781249999993,0.122718463030846
9.237,22.67578125,-0.175781249999993,0.122718463030846
9.238,22.67578125,-0.175781249999993,0.122718463030846
9.239,22.67578125,-0.175781249999993,0.122718463030846
9.24,22.67578125,-0.175781249999993,0.122718463030846
9.241,22.67578125,-0.175781249999993,0.122718463030846
9.242,22.8515625,-0.175781249999993,0.122718463030846
9.243,22.8515625,-0.175781249999993,0.122718463030846
9.244,22.8515625,-0.175781249999993,0.122718463030846
9.245,22.8515625,-0.175781249999993,0.122718463030846
9.246,22.8515625,-0.175781249999993,0.122718463030846
9.247,23.02734375,-0.175781249999993,0.122718463030846
9.248,23.02734375,-0.175781249999993,0.122718463030846
9.249,23.02734375,-0.175781249999993,0.122718463030846
9.25,23.02734375,-0.175781249999993,0.122718463030846
9.251,23.02734375,-0.175781249999993,0.122718463030846
9.252,23.203125,-0.175781249999993,0.122718463030846
9.253,23.203125,-0.175781249999993,0.122718463030846
9.254,23.203125,-0.175781249999993,0.122718463030846
9.255,23.203125,-0.175781249999993,0.122718463030846
9.256,23.37890625,-0.175781249999993,0.122718463030846
9.257,23.37890625,-0.175781249999993,0.122718463030846
9.258,23.37890625,-0.175781249999993,0.122718463030846
9.259,23.37890625,-0.175781249999993,0.122718463030846
9.26,23.37890625,-0.175781249999993,0.122718463030846
9.261,23.5546875,-0.175781249999993,0.122718463030846
9.262,23.5546875,-0.175781249999993,0.122718463030846
9.263,23.5546875,-0.175781249999993,0.122718463030846
9.264,23.5546875,-0.175781249999993,0.122718463030846
9.265,23.5546875,-0.175781249999993,0.122718463030846
9.266,23.73046875,-0.175781249999993,0.122718463030846
9.267,23.73046875,-0.175781249999993,0.122718463030846
9.268,23.73046875,-0.175781249999993,0.122718463030846
9.269,23.73046875,0,-3.06796157577116
9.27,23.90625,0,0
9.271,23.90625,0,0
9.272,23.90625,0,0
9.273,23.90625,0,0
9.274,23.90625,0,0
9.275,24.08203125,0,0
9.276,24.08203125,0,0
9.277,24.08203125,0,0
9.278,24.08203125,-0.175781249999993,3.19068003880201
9.279,24.08203125,-0.175781249999993,0.122718463030846
9.28,24.08203125,-0.175781249999993,0.122718463030846
9.281,24.2578125,-0.175781249999993,0.122718463030846
9.282,24.2578125,-0.175781249999993,0.122718463030846
9.283,24.2578125,0,-3.06796157577116
9.284,24.2578125,0,0
9.285,24.43359375,0,0
9.286,24.43359375,0,0
9.287,24.43359375,0,0
9.288,24.43359375,0,0
9.289,24.43359375,0,0
9.29,24.43359375,0,0
9.291,24.609375,0,0
9.292,24.609375,0,0
9.293,24.609375,-0.175781249999993,3.19068003880201
9.294,24.609375,-0.175781249999993,0.122718463030846
9.295,24.609375,-0.175781249999993,0.122718463030846
9.296,24.609375,-0.175781249999993,0.122718463030846
9.297,24.78515625,-0.175781249999993,0.122718463030846
9.298,24.78515625,0,-3.06796157577116
9.299,24.78515625,0,0
9.3,24.78515625,0,0
9.301,24.9609375,0,0
9.302,24.9609375,0,0
9.303,24.9609375,0,0
9.304,24.9609375,0,0
9.305,24.9609375,0,0
9.306,24.9609375,0,0
9.307,25.13671875,-0.175781249999993,3.19068003880201
9.308,25.13671875,-0.175781249999993,0.122718463030846
9.309,25.13671875,-0.175781249999993,0.122718463030846
9.31,25.13671875,-0.175781249999993,0.122718463030846
9.311,25.13671875,-0.175781249999993,0.122718463030846
9.312,25.3125,0,-3.06796157577116
9.313,25.3125,0,0
9.314,25.3125,0,0
9.315,25.3125,0,0
9.316,25.3125,0,0
9.317,25.48828125,0,0
9.318,25.48828125,0,0
9.319,25.48828125,0,0
9.32,25.48828125,0,0
9.321,25.48828125,0,0
9.322,25.48828125,0,0
9.323,25.6640625,-0.175781249999993,3.19068003880201
9.324,25.6640625,-0.175781249999993,0.122718463030846
9.325,25.6640625,-0.175781249999993,0.122718463030846
9.326,25.6640625,-0.175781249999993,0.122718463030846
9.327,25.6640625,-0.175781249999993,0.122718463030846
9.328,25.83984375,0,-3.06796157577116
9.329,25.83984375,0,0
9.33,25.83984375,0,0
9.331,25.83984375,0,0
9.332,25.83984375,0,0
9.333,26.015625,0,0
9.334,26.015625,0,0
9.335,26.015625,0,0
9.336,26.015625,0,0
9.337,26.015625,0,0
9.338,26.015625,-0.175781249999993,3.19068003880201
9.339,26.19140625,-0.175781249999993,0.122718463030846
9.34,26.19140625,-0.175781249999993,0.122718463030846
9.341,26.19140625,-0.175781249999993,0.122718463030846
9.342,26.19140625,-0.175781249999993,0.122718463030846
9.343,26.19140625,0,-3.06796157577116
9.344,26.3671875,0,0
9.345,26.3671875,0,0
9.346,26.3671875,0,0
9.347,26.3671875,0,0
9.348,26.54296875,0,0
9.349,26.54296875,0,0
9.35,26.54296875,0,0
9.351,26.54296875,0,0
9.352,26.54296875,0,0
9.353,26.71875,0,0
9.354,26.71875,0,0
9.355,26.71875,0,0
9.356,26.71875,0,0
9.357,26.89453125,0,0
9.358,26.89453125,0,0
9.359,26.89453125,0,0
9.36,26.89453125,0,0
9.361,26.89453125,0,0
9.362,27.0703125,0,0
9.363,27.0703125,0,0
9.364,27.0703125,0,0
9.365,27.0703125,0,0
9.366,27.24609375,0,0
9.367,27.24609375,0,0
9.368,27.24609375,0,0
9.369,27.24609375,0,0
9.37,27.24609375,0,0
9.371,27.421875,0,0
9.372,27.421875,0,0
9.373,27.421875,0.175781249999993,-3.19068003880201
9.374,27.421875,0.175781249999993,-0.122718463030846
9.375,27.421875,0.175781249999993,-0.122718463030846
9.376,27.59765625,0.175781249999993,-0.122718463030846
9.377,27.59765625,0,3.06796157577116
9.378,27.59765625,0,0
9.379,27.59765625,0,0
9.38,27.59765625,0,0
9.381,27.59765625,0,0
9.382,27.59765625,0,0
9.383,27.59765625,0,0
9.384,27.7734375,0,0
9.385,27.7734375,0,0
9.386,27.7734375,0,0
9.387,27.7734375,0,0
9.388,27.7734375,0,0
9.389,27.7734375,0,0
9.39,27.7734375,0,0
9.391,27.94921875,0,0
9.392,27.94921875,0,0
9.393,27.94921875,0,0
9.394,27.94921875,0,0
9.395,27.94921875,0,0
9.396,27.94921875,-0.175781249999993,3.19068003880201
9.397,27.94921875,-0.175781249999993,0.122718463030846
9.398,27.94921875,-0.175781249999993,0.122718463030846
9.399,28.125,-0.175781249999993,0.122718463030846
9.4,28.125,-0.175781249999993,0.122718463030846
9.401,28.125,-0.175781249999993,0.122718463030846
9.402,28.125,-0.175781249999993,0.122718463030846
9.403,28.125,-0.175781249999993,0.122718463030846
9.404,28.30078125,-0.175781249999993,0.122718463030846
9.405,28.30078125,-0.175781249999993,0.122718463030846
9.406,28.30078125,-0.175781249999993,0.122718463030846
9.407,28.30078125,-0.175781249999993,0.122718463030846
9.408,28.30078125,-0.175781249999993,0.122718463030846
9.409,28.4765625,-0.175781249999993,0.122718463030846
9.41,28.4765625,-0.175781249999993,0.122718463030846
9.411,28.4765625,-0.175781249999993,0.122718463030846
9.412,28.4765625,0,-3.06796157577116
9.413,28.4765625,0,0
9.414,28.65234375,0,0
9.415,28.65234375,0,0
9.416,28.65234375,0,0
9.417,28.65234375,-0.175781249999993,3.19068003880201
9.418,28.65234375,-0.175781249999993,0.122718463030846
9.419,28.65234375,-0.175781249999993,0.122718463030846
9.42,28.65234375,-0.175781249999993,0.122718463030846
9.421,28.65234375,-0.175781249999993,0.122718463030846
9.422,28.828125,-0.175781249999993,0.122718463030846
9.423,28.828125,-0.175781249999993,0.122718463030846
9.424,28.828125,-0.175781249999993,0.122718463030846
9.425,28.828125,-0.175781249999993,0.122718463030846
9.426,28.828125,-0.175781249999993,0.122718463030846
9.427,28.828125,-0.175781249999993,0.122718463030846
9.428,29.00390625,-0.175781249999993,0.122718463030846
9.429,29.00390625,-0.175781249999993,0.122718463030846
9.43,29.00390625,-0.175781249999993,0.122718463030846
9.431,29.00390625,-0.175781249999993,0.122718463030846
9.432,29.00390625,-0.175781249999993,0.122718463030846
9.433,29.00390625,-0.175781249999993,0.122718463030846
9.434,29.1796875,-0.175781249999993,0.122718463030846
9.435,29.1796875,-0.175781249999993,0.122718463030846
9.436,29.1796875,-0.175781249999993,0.122718463030846
9.437,29.1796875,-0.175781249999993,0.122718463030846
9.438,29.1796875,-0.175781249999993,0.122718463030846
9.439,29.1796875,-0.175781249999993,0.122718463030846
9.44,29.35546875,-0.175781249999993,0.122718463030846
9.441,29.35546875,-0.175781249999993,0.122718463030846
9.442,29.35546875,-0.175781249999993,0.122718463030846
9.443,29.35546875,-0.175781249999993,0.122718463030846
9.444,29.35546875,-0.175781249999993,0.122718463030846
9.445,29.53125,-0.175781249999993,0.122718463030846
9.446,29.53125,-0.175781249999993,0.122718463030846
9.447,29.53125,-0.175781249999993,0.122718463030846
9.448,29.53125,-0.175781249999993,0.122718463030846
9.449,29.53125,-0.175781249999993,0.122718463030846
9.45,29.70703125,-0.175781249999993,0.122718463030846
9.451,29.70703125,-0.175781249999993,0.122718463030846
9.452,29.70703125,-0.175781249999993,0.122718463030846
9.453,29.70703125,-0.175781249999993,0.122718463030846
9.454,29.70703125,-0.175781249999993,0.122718463030846
9.455,29.70703125,-0.175781249999993,0.122718463030846
9.456,29.8828125,-0.175781249999993,0.122718463030846
9.457,29.8828125,-0.175781249999993,0.122718463030846
9.458,29.8828125,-0.175781249999993,0.122718463030846
9.459,29.8828125,-0.175781249999993,0.122718463030846
9.46,30.05859375,-0.175781249999993,0.122718463030846
9.461,30.05859375,-0.175781249999993,0.122718463030846
9.462,30.05859375,-0.175781249999993,0.122718463030846
9.463,30.05859375,-0.175781249999993,0.122718463030846
9.464,30.05859375,-0.175781249999993,0.122718463030846
9.465,30.234375,-0.175781249999993,0.122718463030846
9.466,30.234375,-0.175781249999993,0.122718463030846
9.467,30.234375,-0.175781249999993,0.122718463030846
9.468,30.234375,-0.175781249999993,0.122718463030846
9.469,30.234375,-0.175781249999993,0.122718463030846
9.47,30.41015625,-0.175781249999993,0.122718463030846
9.471,30.41015625,-0.175781249999993,0.122718463030846
9.472,30.41015625,-0.175781249999993,0.122718463030846
9.473,30.41015625,-0.175781249999993,0.122718463030846
9.474,30.5859375,0,-3.06796157577116
9.475,30.5859375,0,0
9.476,30.5859375,0,0
9.477,30.5859375,0,0
9.478,30.5859375,0,0
9.479,30.76171875,0,0
9.48,30.76171875,0,0
9.481,30.76171875,0,0
9.482,30.76171875,0,0
9.483,30.9375,0,0
9.484,30.9375,0,0
9.485,30.9375,0,0
9.486,30.9375,0,0
9.487,30.9375,0,0
9.488,31.11328125,0,0
9.489,31.11328125,0,0
9.49,31.11328125,0,0
9.491,31.11328125,0,0
9.492,31.2890625,0,0
9.493,31.2890625,0,0
9.494,31.2890625,0,0
9.495,31.2890625,0,0
9.496,31.2890625,0,0
9.497,31.46484375,0,0
9.498,31.46484375,0,0
9.499,31.46484375,0.175781249999993,-3.19068003880201
9.5,31.46484375,0.175781249999993,-0.122718463030846
9.501,31.46484375,0.175781249999993,-0.122718463030846
9.502,31.640625,0.175781249999993,-0.122718463030846
9.503,31.640625,0.175781249999993,-0.122718463030846
9.504,31.640625,0.175781249999993,-0.122718463030846
9.505,31.640625,0,3.06796157577116
9.506,31.640625,0,0
9.507,31.640625,0,0
9.508,31.81640625,0,0
9.509,31.81640625,0,0
9.51,31.81640625,0,0
9.511,31.81640625,0,0
9.512,31.81640625,0,0
9.513,31.9921875,0,0
9.514,31.9921875,0,0
9.515,31.9921875,0,0
9.516,31.9921875,0,0
9.517,31.9921875,0,0
9.518,31.9921875,0.175781249999993,-3.19068003880201
9.519,32.16796875,0.175781249999993,-0.122718463030846
9.52,32.16796875,0.175781249999993,-0.122718463030846
9.521,32.16796875,0.175781249999993,-0.122718463030846
9.522,32.16796875,0,3.06796157577116
9.523,32.16796875,0,0
9.524,32.16796875,0,0
9.525,32.16796875,0,0
9.526,32.34375,0,0
9.527,32.34375,0,0
9.528,32.34375,0,0
9.529,32.34375,0,0
9.53,32.34375,0,0
9.531,32.51953125,0,0
9.532,32.51953125,0,0
9.533,32.51953125,0,0
9.534,32.51953125,0,0
9.535,32.51953125,0,0
9.536,32.51953125,0,0
9.537,32.6953125,0,0
9.538,32.6953125,0,0
9.539,32.6953125,0,0
9.54,32.6953125,0,0
9.541,32.6953125,0,0
9.542,32.6953125,0,0
9.543,32.6953125,0,0
9.544,32.87109375,0,0
9.545,32.87109375,0,0
9.546,32.87109375,0,0
9.547,32.87109375,0,0
9.548,32.87109375,0,0
9.549,32.87109375,0,0
9.55,33.046875,0,0
9.551,33.046875,0,0
9.552,33.046875,0,0
9.553,33.046875,0,0
9.554,33.046875,0,0
9.555,33.046875,0,0
9.556,33.22265625,0,0
9.557,33.22265625,0,0
9.558,33.22265625,0,0
9.559,33.22265625,0,0
9.56,33.22265625,0,0
9.561,33.22265625,0,0
9.562,33.22265625,0,0
9.563,33.3984375,0,0
9.564,33.3984375,0,0
9.565,33.3984375,0,0
9.566,33.3984375,0,0
9.567,33.3984375,0,0
9.568,33.3984375,0,0
9.569,33.3984375,0,0
9.57,33.57421875,0,0
9.571,33.57421875,0,0
9.572,33.57421875,0,0
9.573,33.57421875,0,0
9.574,33.57421875,0,0
9.575,33.57421875,0,0
9.576,33.57421875,0,0
9.577,33.75,0,0
9.578,33.75,-0.175781249999993,3.19068003880201
9.579,33.75,-0.175781249999993,0.122718463030846
9.58,33.75,-0.175781249999993,0.122718463030846
9.581,33.75,-0.175781249999993,0.122718463030846
9.582,33.75,-0.175781249999993,0.122718463030846
9.583,33.92578125,-0.175781249999993,0.122718463030846
9.584,33.92578125,0,-3.06796157577116
9.585,33.92578125,0,0
9.586,33.92578125,0,0
9.587,33.92578125,0,0
9.588,33.92578125,0,0
9.589,34.1015625,0,0
9.59,34.1015625,0,0
9.591,34.1015625,-0.175781249999993,3.19068003880201
9.592,34.1015625,-0.175781249999993,0.122718463030846
9.593,34.1015625,-0.175781249999993,0.122718463030846
9.594,34.1015625,-0.175781249999993,0.122718463030846
9.595,34.27734375,-0.175781249999993,0.122718463030846
9.596,34.27734375,-0.175781249999993,0.122718463030846
9.597,34.27734375,0,-3.06796157577116
9.598,34.27734375,0,0
9.599,34.27734375,0,0
9.6,34.453125,0,0
9.601,34.453125,0,0
9.602,34.453125,0,0
9.603,34.453125,0,0
9.604,34.453125,0,0
9.605,34.453125,0,0
9.606,34.453125,-0.175781249999993,3.19068003880201
9.607,34.62890625,-0.175781249999993,0.122718463030846
9.608,34.62890625,-0.175781249999993,0.122718463030846
9.609,34.62890625,-0.175781249999993,0.122718463030846
9.61,34.62890625,-0.175781249999993,0.122718463030846
9.611,34.62890625,0,-3.06796157577116
9.612,34.62890625,0,0
9.613,34.8046875,0,0
9.614,34.8046875,0,0
9.615,34.8046875,0,0
9.616,34.8046875,0,0
9.617,34.8046875,0,0
9.618,34.98046875,0,0
9.619,34.98046875,0,0
9.62,34.98046875,0,0
9.621,34.98046875,0,0
9.622,34.98046875,0,0
9.623,35.15625,0,0
9.624,35.15625,0,0
9.625,35.15625,0,0
9.626,35.15625,0,0
9.627,35.15625,0,0
9.628,35.33203125,0,0
9.629,35.33203125,0,0
9.63,35.33203125,0,0
9.631,35.33203125,0,0
9.632,35.33203125,0,0
9.633,35.5078125,0,0
9.634,35.5078125,0,0
9.635,35.5078125,0,0
9.636,35.5078125,0,0
9.637,35.5078125,0,0
9.638,35.68359375,0,0
9.639,35.68359375,0,0
9.64,35.68359375,0,0
9.641,35.68359375,0.175781249999993,-3.19068003880201
9.642,35.68359375,0.175781249999993,-0.122718463030846
9.643,35.859375,0.175781249999993,-0.122718463030846
9.644,35.859375,0.175781249999993,-0.122718463030846
9.645,35.859375,0.175781249999993,-0.122718463030846
9.646,35.859375,0,3.06796157577116
9.647,35.859375,0,0
9.648,35.859375,0,0
9.649,35.859375,0,0
9.65,35.859375,0,0
9.651,36.03515625,0,0
9.652,36.03515625,0,0
9.653,36.03515625,0,0
9.654,36.03515625,0,0
9.655,36.03515625,0,0
9.656,36.03515625,0,0
9.657,36.2109375,0,0
9.658,36.2109375,0,0
9.659,36.2109375,0,0
9.66,36.2109375,0,0
9.661,36.2109375,0,0
9.662,36.2109375,0,0
9.663,36.38671875,0,0
9.664,36.38671875,0,0
9.665,36.38671875,0.175781249999993,-3.19068003880201
9.666,36.38671875,0.175781249999993,-0.122718463030846
9.667,36.38671875,0.175781249999993,-0.122718463030846
9.668,36.38671875,0,3.06796157577116
9.669,36.38671875,0,0
9.67,36.5625,0,0
9.671,36.5625,0,0
9.672,36.5625,0,0
9.673,36.5625,0,0
9.674,36.5625,0,0
9.675,36.5625,0,0
9.676,36.5625,0,0
9.677,36.73828125,0,0
9.678,36.73828125,0,0
9.679,36.73828125,0,0
9.68,36.73828125,0,0
9.681,36.73828125,0,0
9.682,36.73828125,0,0
9.683,36.73828125,0,0
9.684,36.9140625,0,0
9.685,36.9140625,0,0
9.686,36.9140625,0,0
9.687,36.9140625,0,0
9.688,36.9140625,0,0
9.689,36.9140625,0,0
9.69,36.9140625,0,0
9.691,37.08984375,0,0
9.692,37.08984375,0,0
9.693,37.08984375,0,0
9.694,37.08984375,0,0
9.695,37.08984375,0,0
9.696,37.08984375,0,0
9.697,37.08984375,0,0
9.698,37.08984375,0,0
9.699,37.265625,0,0
9.7,37.265625,0,0
9.701,37.265625,0,0
9.702,37.265625,0,0
9.703,37.265625,0,0
9.704,37.265625,0,0
9.705,37.265625,0,0
9.706,37.44140625,0,0
9.707,37.44140625,0,0
9.708,37.44140625,0,0
9.709,37.44140625,0,0
9.71,37.44140625,0,0
9.711,37.44140625,0,0
9.712,37.44140625,0,0
9.713,37.44140625,0,0
9.714,37.6171875,0,0
9.715,37.6171875,0,0
9.716,37.6171875,0,0
9.717,37.6171875,0,0
9.718,37.6171875,0,0
9.719,37.6171875,0,0
9.72,37.6171875,0,0
9.721,37.6171875,0,0
9.722,37.6171875,-0.175781249999993,3.19068003880201
9.723,37.79296875,-0.175781249999993,0.122718463030846
9.724,37.79296875,-0.175781249999993,0.122718463030846
9.725,37.79296875,-0.175781249999993,0.122718463030846
9.726,37.79296875,-0.175781249999993,0.122718463030846
9.727,37.79296875,-0.175781249999993,0.122718463030846
9.728,37.79296875,0,-3.06796157577116
9.729,37.96875,0,0
9.73,37.96875,0,0
9.731,37.96875,0,0
9.732,37.96875,0,0
9.733,37.96875,0,0
9.734,37.96875,0,0
9.735,37.96875,0,0
9.736,38.14453125,-0.175781249999993,3.19068003880201
9.737,38.14453125,-0.175781249999993,0.122718463030846
9.738,38.14453125,-0.175781249999993,0.122718463030846
9.739,38.14453125,-0.175781249999993,0.122718463030846
9.74,38.14453125,-0.175781249999993,0.122718463030846
9.741,38.14453125,0,-3.06796157577116
9.742,38.14453125,0,0
9.743,38.3203125,0,0
9.744,38.3203125,0,0
9.745,38.3203125,0,0
9.746,38.3203125,-0.175781249999993,3.19068003880201
9.747,38.3203125,-0.175781249999993,0.122718463030846
9.748,38.3203125,-0.175781249999993,0.122718463030846
9.749,38.3203125,-0.175781249999993,0.122718463030846
9.75,38.3203125,-0.175781249999993,0.122718463030846
9.751,38.3203125,-0.175781249999993,0.122718463030846
9.752,38.49609375,-0.175781249999993,0.122718463030846
9.753,38.49609375,-0.175781249999993,0.122718463030846
9.754,38.49609375,-0.175781249999993,0.122718463030846
9.755,38.49609375,-0.175781249999993,0.122718463030846
9.756,38.49609375,-0.175781249999993,0.122718463030846
9.757,38.49609375,-0.175781249999993,0.122718463030846
9.758,38.49609375,-0.175781249999993,0.122718463030846
9.759,38.49609375,-0.175781249999993,0.122718463030846
9.76,38.671875,-0.175781249999993,0.122718463030846
9.761,38.671875,-0.175781249999993,0.122718463030846
9.762,38.671875,-0.175781249999993,0.122718463030846
9.763,38.671875,-0.175781249999993,0.122718463030846
9.764,38.671875,-0.175781249999993,0.122718463030846
9.765,38.671875,-0.175781249999993,0.122718463030846
9.766,38.84765625,-0.175781249999993,0.122718463030846
9.767,38.84765625,-0.175781249999993,0.122718463030846
9.768,38.84765625,-0.175781249999993,0.122718463030846
9.769,38.84765625,-0.175781249999993,0.122718463030846
9.77,38.84765625,-0.175781249999993,0.122718463030846
9.771,38.84765625,-0.175781249999993,0.122718463030846
9.772,38.84765625,-0.175781249999993,0.122718463030846
9.773,39.0234375,-0.175781249999993,0.122718463030846
9.774,39.0234375,-0.175781249999993,0.122718463030846
9.775,39.0234375,-0.175781249999993,0.122718463030846
9.776,39.0234375,-0.175781249999993,0.122718463030846
9.777,39.0234375,-0.175781249999993,0.122718463030846
9.778,39.0234375,-0.175781249999993,0.122718463030846
9.779,39.19921875,-0.175781249999993,0.122718463030846
9.78,39.19921875,-0.175781249999993,0.122718463030846
9.781,39.19921875,-0.175781249999993,0.122718463030846
9.782,39.19921875,-0.175781249999993,0.122718463030846
9.783,39.19921875,0,-3.06796157577116
9.784,39.19921875,0,0
9.785,39.375,0,0
9.786,39.375,0,0
9.787,39.375,0,0
9.788,39.375,0,0
9.789,39.375,0,0
9.79,39.375,0,0
9.791,39.375,-0.175781249999993,3.19068003880201
9.792,39.375,-0.175781249999993,0.122718463030846
9.793,39.55078125,-0.175781249999993,0.122718463030846
9.794,39.55078125,-0.175781249999993,0.122718463030846
9.795,39.55078125,-0.175781249999993,0.122718463030846
9.796,39.55078125,0,-3.06796157577116
9.797,39.55078125,0,0
9.798,39.55078125,0,0
9.799,39.7265625,0,0
9.8,39.7265625,0,0
9.801,39.7265625,0,0
9.802,39.7265625,0,0
9.803,39.7265625,0,0
9.804,39.7265625,0,0
9.805,39.7265625,-0.175781249999993,3.19068003880201
9.806,39.7265625,-0.175781249999993,0.122718463030846
9.807,39.90234375,-0.175781249999993,0.122718463030846
9.808,39.90234375,-0.175781249999993,0.122718463030846
9.809,39.90234375,-0.175781249999993,0.122718463030846
9.81,39.90234375,0,-3.06796157577116
9.811,39.90234375,0,0
9.812,39.90234375,0,0
9.813,40.078125,0,0
9.814,40.078125,0,0
9.815,40.078125,0,0
9.816,40.078125,0,0
9.817,40.078125,0,0
9.818,40.078125,0,0
9.819,40.078125,0,0
9.82,40.078125,-0.175781249999993,3.19068003880201
9.821,40.25390625,-0.175781249999993,0.122718463030846
